region	chr	midPos	Nsites
(280598,281097)(280600,281099)(280600,281100)	Mt	280850	501	0.111042
(280698,281197)(280700,281199)(280700,281200)	Mt	280950	501	0.109964
(280798,281297)(280800,281299)(280800,281300)	Mt	281050	501	0.103342
(280898,281397)(280900,281399)(280900,281400)	Mt	281150	501	0.099552
(280998,281497)(281000,281499)(281000,281500)	Mt	281250	501	0.090509
(281098,281597)(281100,281599)(281100,281600)	Mt	281350	501	0.085820
(281198,281697)(281200,281699)(281200,281700)	Mt	281450	501	0.085121
(281298,281797)(281300,281799)(281300,281800)	Mt	281550	501	0.093304
(281398,281897)(281400,281899)(281400,281900)	Mt	281650	501	0.098317
(281498,281997)(281500,281999)(281500,282000)	Mt	281750	501	0.101775
(281598,282097)(281600,282099)(281600,282100)	Mt	281850	501	0.117580
(281698,282197)(281700,282199)(281700,282200)	Mt	281950	501	0.118915
(281798,282297)(281800,282299)(281800,282300)	Mt	282050	501	0.112336
(281898,282397)(281900,282399)(281900,282400)	Mt	282150	501	0.111674
(281998,282497)(282000,282499)(282000,282500)	Mt	282250	501	0.118621
(282098,282597)(282100,282599)(282100,282600)	Mt	282350	501	0.109129
(282198,282697)(282200,282699)(282200,282700)	Mt	282450	501	0.120603
(282298,282797)(282300,282799)(282300,282800)	Mt	282550	501	0.115909
(282398,282897)(282400,282899)(282400,282900)	Mt	282650	501	0.113981
(282498,282997)(282500,282999)(282500,283000)	Mt	282750	501	0.107181
(282598,283097)(282600,283099)(282600,283100)	Mt	282850	501	0.102637
(282698,283197)(282700,283199)(282700,283200)	Mt	282950	501	0.094758
(282798,283297)(282800,283299)(282800,283300)	Mt	283050	501	0.103746
(282898,283397)(282900,283399)(282900,283400)	Mt	283150	501	0.110627
(282998,283497)(283000,283499)(283000,283500)	Mt	283250	501	0.113585
(283098,283597)(283100,283599)(283100,283600)	Mt	283350	501	0.115840
(283198,283697)(283200,283699)(283200,283700)	Mt	283450	501	0.111343
(283298,283797)(283300,283799)(283300,283800)	Mt	283550	501	0.117510
(283398,283897)(283400,283899)(283400,283900)	Mt	283650	501	0.110249
(283498,283997)(283500,283999)(283500,284000)	Mt	283750	501	0.104955
(283598,284097)(283600,284099)(283600,284100)	Mt	283850	501	0.109318
(283698,284197)(283700,284199)(283700,284200)	Mt	283950	501	0.114714
(283798,284297)(283800,284299)(283800,284300)	Mt	284050	501	0.103799
(283898,284397)(283900,284399)(283900,284400)	Mt	284150	501	0.102819
(283998,284497)(284000,284499)(284000,284500)	Mt	284250	501	0.100296
(284098,284597)(284100,284599)(284100,284600)	Mt	284350	501	0.093239
(284198,284697)(284200,284699)(284200,284700)	Mt	284450	501	0.092076
(284298,284797)(284300,284799)(284300,284800)	Mt	284550	501	0.090054
(284398,284897)(284400,284899)(284400,284900)	Mt	284650	501	0.093446
(284498,284997)(284500,284999)(284500,285000)	Mt	284750	501	0.089257
(284598,285097)(284600,285099)(284600,285100)	Mt	284850	501	0.093005
(284698,285197)(284700,285199)(284700,285200)	Mt	284950	501	0.085477
(284798,285297)(284800,285299)(284800,285300)	Mt	285050	501	0.083579
(284898,285397)(284900,285399)(284900,285400)	Mt	285150	501	0.080055
(284998,285497)(285000,285499)(285000,285500)	Mt	285250	501	0.093632
(285098,285597)(285100,285599)(285100,285600)	Mt	285350	501	0.090762
(285198,285697)(285200,285699)(285200,285700)	Mt	285450	501	0.105668
(285298,285797)(285300,285799)(285300,285800)	Mt	285550	501	0.108657
(285398,285897)(285400,285899)(285400,285900)	Mt	285650	501	0.109131
(285498,285997)(285500,285999)(285500,286000)	Mt	285750	501	0.110128
(285598,286097)(285600,286099)(285600,286100)	Mt	285850	501	0.115521
(285698,286197)(285700,286199)(285700,286200)	Mt	285950	501	0.115008
(285798,286297)(285800,286299)(285800,286300)	Mt	286050	501	0.110803
(285898,286397)(285900,286399)(285900,286400)	Mt	286150	501	0.119181
(285998,286497)(286000,286499)(286000,286500)	Mt	286250	501	0.110290
(286098,286597)(286100,286599)(286100,286600)	Mt	286350	501	0.110670
(286198,286697)(286200,286699)(286200,286700)	Mt	286450	501	0.098939
(286298,286797)(286300,286799)(286300,286800)	Mt	286550	501	0.102970
(286398,286897)(286400,286899)(286400,286900)	Mt	286650	501	0.101736
(286498,286997)(286500,286999)(286500,287000)	Mt	286750	501	0.107212
(286598,287097)(286600,287099)(286600,287100)	Mt	286850	501	0.113756
(286698,287197)(286700,287199)(286700,287200)	Mt	286950	501	0.118973
(286798,287297)(286800,287299)(286800,287300)	Mt	287050	501	0.122126
(286898,287397)(286900,287399)(286900,287400)	Mt	287150	501	0.114303
(286998,287497)(287000,287499)(287000,287500)	Mt	287250	501	0.106309
(287098,287597)(287100,287599)(287100,287600)	Mt	287350	501	0.097382
(287198,287697)(287200,287699)(287200,287700)	Mt	287450	501	0.099977
(287298,287797)(287300,287799)(287300,287800)	Mt	287550	501	0.106804
(287398,287897)(287400,287899)(287400,287900)	Mt	287650	501	0.113567
(287498,287997)(287500,287999)(287500,288000)	Mt	287750	501	0.122997
(287598,288097)(287600,288099)(287600,288100)	Mt	287850	501	0.126229
(287698,288197)(287700,288199)(287700,288200)	Mt	287950	501	0.124438
(287798,288297)(287800,288299)(287800,288300)	Mt	288050	501	0.112095
(287898,288397)(287900,288399)(287900,288400)	Mt	288150	501	0.109658
(287998,288497)(288000,288499)(288000,288500)	Mt	288250	501	0.104799
(288098,288597)(288100,288599)(288100,288600)	Mt	288350	501	0.101549
(288198,288697)(288200,288699)(288200,288700)	Mt	288450	501	0.098344
(288298,288797)(288300,288799)(288300,288800)	Mt	288550	501	0.099871
(288398,288897)(288400,288899)(288400,288900)	Mt	288650	501	0.099230
(288498,288997)(288500,288999)(288500,289000)	Mt	288750	501	0.096066
(288598,289097)(288600,289099)(288600,289100)	Mt	288850	501	0.107755
(288698,289197)(288700,289199)(288700,289200)	Mt	288950	501	0.109101
(288798,289297)(288800,289299)(288800,289300)	Mt	289050	501	0.113375
(288898,289397)(288900,289399)(288900,289400)	Mt	289150	501	0.107801
(288998,289497)(289000,289499)(289000,289500)	Mt	289250	501	0.112012
(289098,289597)(289100,289599)(289100,289600)	Mt	289350	501	0.092509
(289198,289697)(289200,289699)(289200,289700)	Mt	289450	501	0.095006
(289298,289797)(289300,289799)(289300,289800)	Mt	289550	501	0.093803
(289398,289897)(289400,289899)(289400,289900)	Mt	289650	501	0.111216
(289498,289997)(289500,289999)(289500,290000)	Mt	289750	501	0.107972
(289598,290097)(289600,290099)(289600,290100)	Mt	289850	501	0.112775
(289698,290197)(289700,290199)(289700,290200)	Mt	289950	501	0.106363
(289798,290297)(289800,290299)(289800,290300)	Mt	290050	501	0.107909
(289898,290397)(289900,290399)(289900,290400)	Mt	290150	501	0.090994
(289998,290497)(290000,290499)(290000,290500)	Mt	290250	501	0.085399
(290098,290597)(290100,290599)(290100,290600)	Mt	290350	501	0.084892
(290198,290697)(290200,290699)(290200,290700)	Mt	290450	501	0.087548
(290298,290797)(290300,290799)(290300,290800)	Mt	290550	501	0.087989
(290398,290897)(290400,290899)(290400,290900)	Mt	290650	501	0.096341
(290498,290997)(290500,290999)(290500,291000)	Mt	290750	501	0.107273
(290598,291097)(290600,291099)(290600,291100)	Mt	290850	501	0.113099
(290698,291197)(290700,291199)(290700,291200)	Mt	290950	501	0.114004
(290798,291297)(290800,291299)(290800,291300)	Mt	291050	501	0.113924
(290898,291397)(290900,291399)(290900,291400)	Mt	291150	501	0.111597
(290998,291497)(291000,291499)(291000,291500)	Mt	291250	501	0.107582
(291098,291597)(291100,291599)(291100,291600)	Mt	291350	501	0.099740
(291198,291697)(291200,291699)(291200,291700)	Mt	291450	501	0.095711
(291298,291797)(291300,291799)(291300,291800)	Mt	291550	501	0.090743
(291398,291897)(291400,291899)(291400,291900)	Mt	291650	501	0.094087
(291498,291997)(291500,291999)(291500,292000)	Mt	291750	501	0.097142
(291598,292097)(291600,292099)(291600,292100)	Mt	291850	501	0.098817
(291698,292197)(291700,292199)(291700,292200)	Mt	291950	501	0.100738
(291798,292297)(291800,292299)(291800,292300)	Mt	292050	501	0.114145
(291898,292397)(291900,292399)(291900,292400)	Mt	292150	501	0.110904
(291998,292497)(292000,292499)(292000,292500)	Mt	292250	501	0.116090
(292098,292597)(292100,292599)(292100,292600)	Mt	292350	501	0.116373
(292198,292697)(292200,292699)(292200,292700)	Mt	292450	501	0.123215
(292298,292797)(292300,292799)(292300,292800)	Mt	292550	501	0.117266
(292398,292897)(292400,292899)(292400,292900)	Mt	292650	501	0.115905
(292498,292997)(292500,292999)(292500,293000)	Mt	292750	501	0.106237
(292598,293097)(292600,293099)(292600,293100)	Mt	292850	501	0.118467
(292698,293197)(292700,293199)(292700,293200)	Mt	292950	501	0.121301
(292798,293297)(292800,293299)(292800,293300)	Mt	293050	501	0.121205
(292898,293397)(292900,293399)(292900,293400)	Mt	293150	501	0.121606
(292998,293497)(293000,293499)(293000,293500)	Mt	293250	501	0.124574
(293098,293597)(293100,293599)(293100,293600)	Mt	293350	501	0.118493
(293198,293697)(293200,293699)(293200,293700)	Mt	293450	501	0.103979
(293298,293797)(293300,293799)(293300,293800)	Mt	293550	501	0.102593
(293398,293897)(293400,293899)(293400,293900)	Mt	293650	501	0.102034
(293498,293997)(293500,293999)(293500,294000)	Mt	293750	501	0.104141
(293598,294097)(293600,294099)(293600,294100)	Mt	293850	501	0.097172
(293698,294197)(293700,294199)(293700,294200)	Mt	293950	501	0.099304
(293798,294297)(293800,294299)(293800,294300)	Mt	294050	501	0.093749
(293898,294397)(293900,294399)(293900,294400)	Mt	294150	501	0.097744
(293998,294497)(294000,294499)(294000,294500)	Mt	294250	501	0.093820
(294098,294597)(294100,294599)(294100,294600)	Mt	294350	501	0.096426
(294198,294697)(294200,294699)(294200,294700)	Mt	294450	501	0.100252
(294298,294797)(294300,294799)(294300,294800)	Mt	294550	501	0.100862
(294398,294897)(294400,294899)(294400,294900)	Mt	294650	501	0.101037
(294498,294997)(294500,294999)(294500,295000)	Mt	294750	501	0.104826
(294598,295097)(294600,295099)(294600,295100)	Mt	294850	501	0.102075
(294698,295197)(294700,295199)(294700,295200)	Mt	294950	501	0.107228
(294798,295297)(294800,295299)(294800,295300)	Mt	295050	501	0.111440
(294898,295397)(294900,295399)(294900,295400)	Mt	295150	501	0.098829
(294998,295497)(295000,295499)(295000,295500)	Mt	295250	501	0.103444
(295098,295597)(295100,295599)(295100,295600)	Mt	295350	501	0.111489
(295198,295697)(295200,295699)(295200,295700)	Mt	295450	501	0.105482
(295298,295797)(295300,295799)(295300,295800)	Mt	295550	501	0.103478
(295398,295897)(295400,295899)(295400,295900)	Mt	295650	501	0.117890
(295498,295997)(295500,295999)(295500,296000)	Mt	295750	501	0.107772
(295598,296097)(295600,296099)(295600,296100)	Mt	295850	501	0.102653
(295698,296197)(295700,296199)(295700,296200)	Mt	295950	501	0.111659
(295798,296297)(295800,296299)(295800,296300)	Mt	296050	501	0.103754
(295898,296397)(295900,296399)(295900,296400)	Mt	296150	501	0.098145
(295998,296497)(296000,296499)(296000,296500)	Mt	296250	501	0.098464
(296098,296597)(296100,296599)(296100,296600)	Mt	296350	501	0.098733
(296198,296697)(296200,296699)(296200,296700)	Mt	296450	501	0.096238
(296298,296797)(296300,296799)(296300,296800)	Mt	296550	501	0.111800
(296398,296897)(296400,296899)(296400,296900)	Mt	296650	501	0.116371
(296498,296997)(296500,296999)(296500,297000)	Mt	296750	501	0.116007
(296598,297097)(296600,297099)(296600,297100)	Mt	296850	501	0.123023
(296698,297197)(296700,297199)(296700,297200)	Mt	296950	501	0.121016
(296798,297297)(296800,297299)(296800,297300)	Mt	297050	501	0.107895
(296898,297397)(296900,297399)(296900,297400)	Mt	297150	501	0.104776
(296998,297497)(297000,297499)(297000,297500)	Mt	297250	501	0.113897
(297098,297597)(297100,297599)(297100,297600)	Mt	297350	501	0.106403
(297198,297697)(297200,297699)(297200,297700)	Mt	297450	501	0.107705
(297298,297797)(297300,297799)(297300,297800)	Mt	297550	501	0.112139
(297398,297897)(297400,297899)(297400,297900)	Mt	297650	501	0.114540
(297498,297997)(297500,297999)(297500,298000)	Mt	297750	501	0.106307
(297598,298097)(297600,298099)(297600,298100)	Mt	297850	501	0.104174
(297698,298197)(297700,298199)(297700,298200)	Mt	297950	501	0.103089
(297798,298297)(297800,298299)(297800,298300)	Mt	298050	501	0.098019
(297898,298397)(297900,298399)(297900,298400)	Mt	298150	501	0.099568
(297998,298497)(298000,298499)(298000,298500)	Mt	298250	501	0.106528
(298098,298597)(298100,298599)(298100,298600)	Mt	298350	501	0.103447
(298198,298697)(298200,298699)(298200,298700)	Mt	298450	501	0.097638
(298298,298797)(298300,298799)(298300,298800)	Mt	298550	501	0.107868
(298398,298897)(298400,298899)(298400,298900)	Mt	298650	501	0.103008
(298498,298997)(298500,298999)(298500,299000)	Mt	298750	501	0.107200
(298598,299097)(298600,299099)(298600,299100)	Mt	298850	501	0.111371
(298698,299197)(298700,299199)(298700,299200)	Mt	298950	501	0.111425
(298798,299297)(298800,299299)(298800,299300)	Mt	299050	501	0.108576
(298898,299397)(298900,299399)(298900,299400)	Mt	299150	501	0.106785
(298998,299497)(299000,299499)(299000,299500)	Mt	299250	501	0.100001
(299098,299597)(299100,299599)(299100,299600)	Mt	299350	501	0.101847
(299198,299697)(299200,299699)(299200,299700)	Mt	299450	501	0.105112
(299298,299797)(299300,299799)(299300,299800)	Mt	299550	501	0.108637
(299398,299897)(299400,299899)(299400,299900)	Mt	299650	501	0.108719
(299498,299997)(299500,299999)(299500,300000)	Mt	299750	501	0.105114
(299598,300097)(299600,300099)(299600,300100)	Mt	299850	501	0.099928
(299698,300197)(299700,300199)(299700,300200)	Mt	299950	501	0.103700
(299798,300297)(299800,300299)(299800,300300)	Mt	300050	501	0.099550
(299898,300397)(299900,300399)(299900,300400)	Mt	300150	501	0.104349
(299998,300497)(300000,300499)(300000,300500)	Mt	300250	501	0.109551
(300098,300597)(300100,300599)(300100,300600)	Mt	300350	501	0.112026
(300198,300697)(300200,300699)(300200,300700)	Mt	300450	501	0.110830
(300298,300797)(300300,300799)(300300,300800)	Mt	300550	501	0.105971
(300398,300897)(300400,300899)(300400,300900)	Mt	300650	501	0.099046
(300498,300997)(300500,300999)(300500,301000)	Mt	300750	501	0.090187
(300598,301097)(300600,301099)(300600,301100)	Mt	300850	501	0.089582
(300698,301197)(300700,301199)(300700,301200)	Mt	300950	501	0.097102
(300798,301297)(300800,301299)(300800,301300)	Mt	301050	501	0.095694
(300898,301397)(300900,301399)(300900,301400)	Mt	301150	501	0.111158
(300998,301497)(301000,301499)(301000,301500)	Mt	301250	501	0.112444
(301098,301597)(301100,301599)(301100,301600)	Mt	301350	501	0.114262
(301198,301697)(301200,301699)(301200,301700)	Mt	301450	501	0.106074
(301298,301797)(301300,301799)(301300,301800)	Mt	301550	501	0.108129
(301398,301897)(301400,301899)(301400,301900)	Mt	301650	501	0.094556
(301498,301997)(301500,301999)(301500,302000)	Mt	301750	501	0.103426
(301598,302097)(301600,302099)(301600,302100)	Mt	301850	501	0.104384
(301698,302197)(301700,302199)(301700,302200)	Mt	301950	501	0.100641
(301798,302297)(301800,302299)(301800,302300)	Mt	302050	501	0.109417
(301898,302397)(301900,302399)(301900,302400)	Mt	302150	501	0.112439
(301998,302497)(302000,302499)(302000,302500)	Mt	302250	501	0.102268
(302098,302597)(302100,302599)(302100,302600)	Mt	302350	501	0.095653
(302198,302697)(302200,302699)(302200,302700)	Mt	302450	501	0.095262
(302298,302797)(302300,302799)(302300,302800)	Mt	302550	501	0.089378
(302398,302897)(302400,302899)(302400,302900)	Mt	302650	501	0.098807
(302498,302997)(302500,302999)(302500,303000)	Mt	302750	501	0.110337
(302598,303097)(302600,303099)(302600,303100)	Mt	302850	501	0.111489
(302698,303197)(302700,303199)(302700,303200)	Mt	302950	501	0.115756
(302798,303297)(302800,303299)(302800,303300)	Mt	303050	501	0.115088
(302898,303397)(302900,303399)(302900,303400)	Mt	303150	501	0.116951
(302998,303497)(303000,303499)(303000,303500)	Mt	303250	501	0.111398
(303098,303597)(303100,303599)(303100,303600)	Mt	303350	501	0.117973
(303198,303697)(303200,303699)(303200,303700)	Mt	303450	501	0.119120
(303298,303797)(303300,303799)(303300,303800)	Mt	303550	501	0.123357
(303398,303897)(303400,303899)(303400,303900)	Mt	303650	501	0.113024
(303498,303997)(303500,303999)(303500,304000)	Mt	303750	501	0.114361
(303598,304097)(303600,304099)(303600,304100)	Mt	303850	501	0.101823
(303698,304197)(303700,304199)(303700,304200)	Mt	303950	501	0.092994
(303798,304297)(303800,304299)(303800,304300)	Mt	304050	501	0.091021
(303898,304397)(303900,304399)(303900,304400)	Mt	304150	501	0.090019
(303998,304497)(304000,304499)(304000,304500)	Mt	304250	501	0.084632
(304098,304597)(304100,304599)(304100,304600)	Mt	304350	501	0.084494
(304198,304697)(304200,304699)(304200,304700)	Mt	304450	501	0.090440
(304298,304797)(304300,304799)(304300,304800)	Mt	304550	501	0.090054
(304398,304897)(304400,304899)(304400,304900)	Mt	304650	501	0.096262
(304498,304997)(304500,304999)(304500,305000)	Mt	304750	501	0.096070
(304598,305097)(304600,305099)(304600,305100)	Mt	304850	501	0.110797
(304698,305197)(304700,305199)(304700,305200)	Mt	304950	501	0.108548
(304798,305297)(304800,305299)(304800,305300)	Mt	305050	501	0.108535
(304898,305397)(304900,305399)(304900,305400)	Mt	305150	501	0.108632
(304998,305497)(305000,305499)(305000,305500)	Mt	305250	501	0.111725
(305098,305597)(305100,305599)(305100,305600)	Mt	305350	501	0.112332
(305198,305697)(305200,305699)(305200,305700)	Mt	305450	501	0.110933
(305298,305797)(305300,305799)(305300,305800)	Mt	305550	501	0.115597
(305398,305897)(305400,305899)(305400,305900)	Mt	305650	501	0.116584
(305498,305997)(305500,305999)(305500,306000)	Mt	305750	501	0.122348
(305598,306097)(305600,306099)(305600,306100)	Mt	305850	501	0.114552
(305698,306197)(305700,306199)(305700,306200)	Mt	305950	501	0.126647
(305798,306297)(305800,306299)(305800,306300)	Mt	306050	501	0.128850
(305898,306397)(305900,306399)(305900,306400)	Mt	306150	501	0.123445
(305998,306497)(306000,306499)(306000,306500)	Mt	306250	501	0.117802
(306098,306597)(306100,306599)(306100,306600)	Mt	306350	501	0.116541
(306198,306697)(306200,306699)(306200,306700)	Mt	306450	501	0.107825
(306298,306797)(306300,306799)(306300,306800)	Mt	306550	501	0.097223
(306398,306897)(306400,306899)(306400,306900)	Mt	306650	501	0.100045
(306498,306997)(306500,306999)(306500,307000)	Mt	306750	501	0.094177
(306598,307097)(306600,307099)(306600,307100)	Mt	306850	501	0.101826
(306698,307197)(306700,307199)(306700,307200)	Mt	306950	501	0.099209
(306798,307297)(306800,307299)(306800,307300)	Mt	307050	501	0.104509
(306898,307397)(306900,307399)(306900,307400)	Mt	307150	501	0.105717
(306998,307497)(307000,307499)(307000,307500)	Mt	307250	501	0.111332
(307098,307597)(307100,307599)(307100,307600)	Mt	307350	501	0.105663
(307198,307697)(307200,307699)(307200,307700)	Mt	307450	501	0.109512
(307298,307797)(307300,307799)(307300,307800)	Mt	307550	501	0.112968
(307398,307897)(307400,307899)(307400,307900)	Mt	307650	501	0.112223
(307498,307997)(307500,307999)(307500,308000)	Mt	307750	501	0.107570
(307598,308097)(307600,308099)(307600,308100)	Mt	307850	501	0.104951
(307698,308197)(307700,308199)(307700,308200)	Mt	307950	501	0.103898
(307798,308297)(307800,308299)(307800,308300)	Mt	308050	501	0.097118
(307898,308397)(307900,308399)(307900,308400)	Mt	308150	501	0.096919
(307998,308497)(308000,308499)(308000,308500)	Mt	308250	501	0.097755
(308098,308597)(308100,308599)(308100,308600)	Mt	308350	501	0.110477
(308198,308697)(308200,308699)(308200,308700)	Mt	308450	501	0.108979
(308298,308797)(308300,308799)(308300,308800)	Mt	308550	501	0.111628
(308398,308897)(308400,308899)(308400,308900)	Mt	308650	501	0.114209
(308498,308997)(308500,308999)(308500,309000)	Mt	308750	501	0.112751
(308598,309097)(308600,309099)(308600,309100)	Mt	308850	501	0.102085
(308698,309197)(308700,309199)(308700,309200)	Mt	308950	501	0.105736
(308798,309297)(308800,309299)(308800,309300)	Mt	309050	501	0.109709
(308898,309397)(308900,309399)(308900,309400)	Mt	309150	501	0.100157
(308998,309497)(309000,309499)(309000,309500)	Mt	309250	501	0.103524
(309098,309597)(309100,309599)(309100,309600)	Mt	309350	501	0.105405
(309198,309697)(309200,309699)(309200,309700)	Mt	309450	501	0.102846
(309298,309797)(309300,309799)(309300,309800)	Mt	309550	501	0.100324
(309398,309897)(309400,309899)(309400,309900)	Mt	309650	501	0.095441
(309498,309997)(309500,309999)(309500,310000)	Mt	309750	501	0.100653
(309598,310097)(309600,310099)(309600,310100)	Mt	309850	501	0.094128
(309698,310197)(309700,310199)(309700,310200)	Mt	309950	501	0.093403
(309798,310297)(309800,310299)(309800,310300)	Mt	310050	501	0.087345
(309898,310397)(309900,310399)(309900,310400)	Mt	310150	501	0.092416
(309998,310497)(310000,310499)(310000,310500)	Mt	310250	501	0.085102
(310098,310597)(310100,310599)(310100,310600)	Mt	310350	501	0.086460
(310198,310697)(310200,310699)(310200,310700)	Mt	310450	501	0.089409
(310298,310797)(310300,310799)(310300,310800)	Mt	310550	501	0.098360
(310398,310897)(310400,310899)(310400,310900)	Mt	310650	501	0.103359
(310498,310997)(310500,310999)(310500,311000)	Mt	310750	501	0.100543
(310598,311097)(310600,311099)(310600,311100)	Mt	310850	501	0.105910
(310698,311197)(310700,311199)(310700,311200)	Mt	310950	501	0.104515
(310798,311297)(310800,311299)(310800,311300)	Mt	311050	501	0.095781
(310898,311397)(310900,311399)(310900,311400)	Mt	311150	501	0.094318
(310998,311497)(311000,311499)(311000,311500)	Mt	311250	501	0.099271
(311098,311597)(311100,311599)(311100,311600)	Mt	311350	501	0.100493
(311198,311697)(311200,311699)(311200,311700)	Mt	311450	501	0.105501
(311298,311797)(311300,311799)(311300,311800)	Mt	311550	501	0.102849
(311398,311897)(311400,311899)(311400,311900)	Mt	311650	501	0.100553
(311498,311997)(311500,311999)(311500,312000)	Mt	311750	501	0.097764
(311598,312097)(311600,312099)(311600,312100)	Mt	311850	501	0.093288
(311698,312197)(311700,312199)(311700,312200)	Mt	311950	501	0.089980
(311798,312297)(311800,312299)(311800,312300)	Mt	312050	501	0.090307
(311898,312397)(311900,312399)(311900,312400)	Mt	312150	501	0.096393
(311998,312497)(312000,312499)(312000,312500)	Mt	312250	501	0.095159
(312098,312597)(312100,312599)(312100,312600)	Mt	312350	501	0.098591
(312198,312697)(312200,312699)(312200,312700)	Mt	312450	501	0.094890
(312298,312797)(312300,312799)(312300,312800)	Mt	312550	501	0.100875
(312398,312897)(312400,312899)(312400,312900)	Mt	312650	501	0.100652
(312498,312997)(312500,312999)(312500,313000)	Mt	312750	501	0.102390
(312598,313097)(312600,313099)(312600,313100)	Mt	312850	501	0.103181
(312698,313197)(312700,313199)(312700,313200)	Mt	312950	501	0.100479
(312798,313297)(312800,313299)(312800,313300)	Mt	313050	501	0.102843
(312898,313397)(312900,313399)(312900,313400)	Mt	313150	501	0.097720
(312998,313497)(313000,313499)(313000,313500)	Mt	313250	501	0.098335
(313098,313597)(313100,313599)(313100,313600)	Mt	313350	501	0.096802
(313198,313697)(313200,313699)(313200,313700)	Mt	313450	501	0.107299
(313298,313797)(313300,313799)(313300,313800)	Mt	313550	501	0.108041
(313398,313897)(313400,313899)(313400,313900)	Mt	313650	501	0.112699
(313498,313997)(313500,313999)(313500,314000)	Mt	313750	501	0.110973
(313598,314097)(313600,314099)(313600,314100)	Mt	313850	501	0.109766
(313698,314197)(313700,314199)(313700,314200)	Mt	313950	501	0.099794
(313798,314297)(313800,314299)(313800,314300)	Mt	314050	501	0.098395
(313898,314397)(313900,314399)(313900,314400)	Mt	314150	501	0.096577
(313998,314497)(314000,314499)(314000,314500)	Mt	314250	501	0.107583
(314098,314597)(314100,314599)(314100,314600)	Mt	314350	501	0.106783
(314198,314697)(314200,314699)(314200,314700)	Mt	314450	501	0.106902
(314298,314797)(314300,314799)(314300,314800)	Mt	314550	501	0.111727
(314398,314897)(314400,314899)(314400,314900)	Mt	314650	501	0.110590
(314498,314997)(314500,314999)(314500,315000)	Mt	314750	501	0.101450
(314598,315097)(314600,315099)(314600,315100)	Mt	314850	501	0.108798
(314698,315197)(314700,315199)(314700,315200)	Mt	314950	501	0.112283
(314798,315297)(314800,315299)(314800,315300)	Mt	315050	501	0.103786
(314898,315397)(314900,315399)(314900,315400)	Mt	315150	501	0.108875
(314998,315497)(315000,315499)(315000,315500)	Mt	315250	501	0.110952
(315098,315597)(315100,315599)(315100,315600)	Mt	315350	501	0.098835
(315198,315697)(315200,315699)(315200,315700)	Mt	315450	501	0.093097
(315298,315797)(315300,315799)(315300,315800)	Mt	315550	501	0.088503
(315398,315897)(315400,315899)(315400,315900)	Mt	315650	501	0.090375
(315498,315997)(315500,315999)(315500,316000)	Mt	315750	501	0.089653
(315598,316097)(315600,316099)(315600,316100)	Mt	315850	501	0.093818
(315698,316197)(315700,316199)(315700,316200)	Mt	315950	501	0.098237
(315798,316297)(315800,316299)(315800,316300)	Mt	316050	501	0.101741
(315898,316397)(315900,316399)(315900,316400)	Mt	316150	501	0.097848
(315998,316497)(316000,316499)(316000,316500)	Mt	316250	501	0.102229
(316098,316597)(316100,316599)(316100,316600)	Mt	316350	501	0.103940
(316198,316697)(316200,316699)(316200,316700)	Mt	316450	501	0.106663
(316298,316797)(316300,316799)(316300,316800)	Mt	316550	501	0.104084
(316398,316897)(316400,316899)(316400,316900)	Mt	316650	501	0.103060
(316498,316997)(316500,316999)(316500,317000)	Mt	316750	501	0.100585
(316598,317097)(316600,317099)(316600,317100)	Mt	316850	501	0.096479
(316698,317197)(316700,317199)(316700,317200)	Mt	316950	501	0.098582
(316798,317297)(316800,317299)(316800,317300)	Mt	317050	501	0.103993
(316898,317397)(316900,317399)(316900,317400)	Mt	317150	501	0.104397
(316998,317497)(317000,317499)(317000,317500)	Mt	317250	501	0.102858
(317098,317597)(317100,317599)(317100,317600)	Mt	317350	501	0.113695
(317198,317697)(317200,317699)(317200,317700)	Mt	317450	501	0.108424
(317298,317797)(317300,317799)(317300,317800)	Mt	317550	501	0.106307
(317398,317897)(317400,317899)(317400,317900)	Mt	317650	501	0.109182
(317498,317997)(317500,317999)(317500,318000)	Mt	317750	501	0.108026
(317598,318097)(317600,318099)(317600,318100)	Mt	317850	501	0.105620
(317698,318197)(317700,318199)(317700,318200)	Mt	317950	501	0.114224
(317798,318297)(317800,318299)(317800,318300)	Mt	318050	501	0.113850
(317898,318397)(317900,318399)(317900,318400)	Mt	318150	501	0.114656
(317998,318497)(318000,318499)(318000,318500)	Mt	318250	501	0.111972
(318098,318597)(318100,318599)(318100,318600)	Mt	318350	501	0.111874
(318198,318697)(318200,318699)(318200,318700)	Mt	318450	501	0.101669
(318298,318797)(318300,318799)(318300,318800)	Mt	318550	501	0.106343
(318398,318897)(318400,318899)(318400,318900)	Mt	318650	501	0.097432
(318498,318997)(318500,318999)(318500,319000)	Mt	318750	501	0.104672
(318598,319097)(318600,319099)(318600,319100)	Mt	318850	501	0.096487
(318698,319197)(318700,319199)(318700,319200)	Mt	318950	501	0.091200
(318798,319297)(318800,319299)(318800,319300)	Mt	319050	501	0.089839
(318898,319397)(318900,319399)(318900,319400)	Mt	319150	501	0.103524
(318998,319497)(319000,319499)(319000,319500)	Mt	319250	501	0.103632
(319098,319597)(319100,319599)(319100,319600)	Mt	319350	501	0.106570
(319198,319697)(319200,319699)(319200,319700)	Mt	319450	501	0.112816
(319298,319797)(319300,319799)(319300,319800)	Mt	319550	501	0.109994
